id_gestion,gestor_id,gestor,tipo_gestor,mes,fecha_gestion,id_deudor,documento,segmento,producto,departamento,tramo_mora,canal,usa_kobra,calidad_gestion,sentimiento_cliente,emocion_dominante,tecnicas_usadas,resultado,fecha_compromiso,fecha_pago,monto_gestionado,monto_acordado,cuotas,descuento,recupero,notas
GE-0001054,G01,Gestor 01,Humano,2025-10,2025-10-01,KB-101194,,Retail,Financiación retail,Colonia,91-180,Llamada,False,61.9,-0.118,objecion,2,Promesa,2025-10-06,,36020.0,34219.0,5,0.05,11636.0,Arreglo de pago acordado; enviar comprobante.
GE-0001055,G01,Gestor 01,Humano,2025-10,2025-10-04,KB-111951,,Corporativo,Financiación retail,Montevideo,91-180,Llamada,False,55.6,-0.179,objecion,4,No contactado,,,933510.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001056,G01,Gestor 01,Humano,2025-10,2025-10-19,KB-107338,,Retail,Tarjeta de crédito,Florida,91-180,Llamada,False,70.7,-0.246,objecion,5,Sin acuerdo,,,76510.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001057,G01,Gestor 01,Humano,2025-10,2025-10-10,KB-111223,,Retail,Préstamo personal,Montevideo,61-90,WhatsApp,False,58.6,-0.229,dificultad_economica,3,Pago,,2025-10-10,13110.0,12454.0,1,0.05,10025.0,Abonó el total de la deuda.
GE-0001058,G01,Gestor 01,Humano,2025-10,2025-10-21,KB-108106,,Retail,Microcrédito,Canelones,91-180,Llamada,False,67.0,-0.137,ansiedad,5,Promesa,2025-10-26,,18160.0,17252.0,3,0.05,6928.0,Arreglo de pago acordado; enviar comprobante.
GE-0001059,G02,Gestor 02,Humano,2025-10,2025-10-31,KB-101393,,Pyme,Préstamo personal,Canelones,1-30,Llamada,False,62.3,0.537,intencion_pago,2,Pago,,2025-10-31,53750.0,53750.0,1,0.0,51125.0,Abonó el total de la deuda.
GE-0001060,G02,Gestor 02,Humano,2025-10,2025-10-21,KB-105403,,Retail,Tarjeta de crédito,Montevideo,1-30,Llamada,False,43.8,0.408,intencion_pago,1,Pago,,2025-10-21,46580.0,46580.0,1,0.0,45065.0,Abonó el total de la deuda.
GE-0001061,G02,Gestor 02,Humano,2025-10,2025-10-18,KB-111089,,Corporativo,Préstamo personal,Paysandú,61-90,Llamada,False,58.8,-0.519,enojo,2,Promesa,2025-10-23,,141600.0,141600.0,4,0.0,46821.0,Arreglo de pago acordado; enviar comprobante.
GE-0001062,G02,Gestor 02,Humano,2025-10,2025-10-15,KB-100546,,Retail,Tarjeta de crédito,Salto,1-30,Llamada,False,50.4,0.541,intencion_pago,2,Pago,,2025-10-15,15160.0,14402.0,1,0.05,12425.0,Abonó el total de la deuda.
GE-0001063,G02,Gestor 02,Humano,2025-10,2025-10-03,KB-108000,,Pyme,Tarjeta de crédito,Salto,31-60,WhatsApp,False,41.9,-0.405,frustracion,3,No contactado,,,74590.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001064,G02,Gestor 02,Humano,2025-10,2025-10-27,KB-107752,,Corporativo,Préstamo personal,Montevideo,61-90,WhatsApp,False,55.9,-0.285,dificultad_economica,4,Pago,,2025-10-27,753090.0,715436.0,1,0.05,562313.0,Abonó el total de la deuda.
GE-0001065,G02,Gestor 02,Humano,2025-10,2025-10-16,KB-104713,,Retail,Tarjeta de crédito,Canelones,1-30,WhatsApp,False,42.3,0.385,intencion_pago,2,Pago,,2025-10-16,69490.0,62541.0,1,0.1,68807.0,Abonó el total de la deuda.
GE-0001066,G02,Gestor 02,Humano,2025-10,2025-10-04,KB-105585,,Retail,Tarjeta de crédito,San José,31-60,Llamada,False,51.7,0.378,intencion_pago,1,Pago,,2025-10-04,12960.0,12960.0,1,0.0,8039.0,Abonó el total de la deuda.
GE-0001067,G02,Gestor 02,Humano,2025-10,2025-10-03,KB-111252,,Retail,Microcrédito,Montevideo,91-180,Llamada,False,49.3,-0.035,objecion,4,Promesa,2025-10-08,,56990.0,56990.0,3,0.0,28616.0,Arreglo de pago acordado; enviar comprobante.
GE-0001068,G02,Gestor 02,Humano,2025-10,2025-10-23,KB-100367,,Pyme,Microcrédito,Canelones,1-30,Llamada,False,46.6,0.298,intencion_pago,2,Informado,,,176180.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001069,G02,Gestor 02,Humano,2025-10,2025-10-16,KB-106344,,Corporativo,Préstamo personal,Canelones,180+,Llamada,False,50.1,-0.694,enojo,2,Pago,,2025-10-16,1132700.0,1019430.0,1,0.1,681275.0,Abonó el total de la deuda.
GE-0001070,G02,Gestor 02,Humano,2025-10,2025-10-07,KB-100007,,Retail,Tarjeta de crédito,Flores,91-180,WhatsApp,False,52.7,-0.088,objecion,2,Promesa,2025-10-12,,30360.0,30360.0,6,0.0,13277.0,Arreglo de pago acordado; enviar comprobante.
GE-0001071,G02,Gestor 02,Humano,2025-10,2025-10-27,KB-111996,,Corporativo,Microcrédito,Canelones,61-90,Llamada,False,52.2,-0.012,neutro,3,Promesa,2025-10-31,,195790.0,195790.0,3,0.0,111292.0,Arreglo de pago acordado; enviar comprobante.
GE-0001072,G02,Gestor 02,Humano,2025-10,2025-10-29,KB-107692,,Retail,Préstamo personal,Río Negro,61-90,WhatsApp,False,53.4,-0.294,dificultad_economica,5,Promesa,2025-10-31,,56250.0,56250.0,5,0.0,28035.0,Arreglo de pago acordado; enviar comprobante.
GE-0001073,G02,Gestor 02,Humano,2025-10,2025-10-03,KB-101132,,Pyme,Tarjeta de crédito,Rocha,61-90,WhatsApp,False,60.2,-0.391,dificultad_economica,3,Sin acuerdo,,,33530.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001074,G02,Gestor 02,Humano,2025-10,2025-10-08,KB-102155,,Pyme,Préstamo personal,Rivera,180+,Llamada,False,54.3,-0.665,enojo,4,No contactado,,,134700.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001075,G02,Gestor 02,Humano,2025-10,2025-10-02,KB-108781,,Retail,Microcrédito,Montevideo,91-180,WhatsApp,False,51.6,-0.321,frustracion,4,Sin acuerdo,,,23490.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001076,G02,Gestor 02,Humano,2025-10,2025-10-27,KB-102532,,Retail,Préstamo personal,Canelones,1-30,Llamada,False,45.5,-0.019,neutro,1,Pago,,2025-10-27,66070.0,66070.0,1,0.0,57489.0,Abonó el total de la deuda.
GE-0001077,G02,Gestor 02,Humano,2025-10,2025-10-07,KB-103990,,Retail,Préstamo personal,Montevideo,1-30,WhatsApp,False,44.5,0.023,neutro,0,Pago,,2025-10-07,18820.0,16938.0,1,0.1,17261.0,Abonó el total de la deuda.
GE-0001078,G02,Gestor 02,Humano,2025-10,2025-10-24,KB-107716,,Retail,Préstamo personal,Rivera,180+,WhatsApp,False,55.0,-0.568,frustracion,3,No contactado,,,22250.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001079,G02,Gestor 02,Humano,2025-10,2025-10-08,KB-103736,,Retail,Financiación retail,Montevideo,91-180,WhatsApp,False,34.7,-0.625,frustracion,2,Promesa,2025-10-13,,92200.0,92200.0,5,0.0,52987.0,Arreglo de pago acordado; enviar comprobante.
GE-0001080,G02,Gestor 02,Humano,2025-10,2025-10-30,KB-103459,,Retail,Tarjeta de crédito,Maldonado,61-90,Llamada,False,57.0,-0.449,frustracion,3,Informado,,,40920.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001081,G02,Gestor 02,Humano,2025-10,2025-10-29,KB-102109,,Retail,Préstamo personal,Tacuarembó,1-30,WhatsApp,False,61.9,-0.374,enojo,2,No contactado,,,22460.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001082,G02,Gestor 02,Humano,2025-10,2025-10-29,KB-110942,,Pyme,Crédito automotor,Soriano,61-90,WhatsApp,False,48.6,-0.445,frustracion,2,No contactado,,,192380.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001083,G02,Gestor 02,Humano,2025-10,2025-10-02,KB-105291,,Retail,Tarjeta de crédito,Montevideo,31-60,WhatsApp,False,60.9,-0.418,frustracion,4,Pago,,2025-10-02,83580.0,79401.0,1,0.05,71976.0,Abonó el total de la deuda.
GE-0001084,G02,Gestor 02,Humano,2025-10,2025-10-03,KB-107871,,Retail,Tarjeta de crédito,Montevideo,91-180,WhatsApp,False,51.2,-0.323,dificultad_economica,4,Promesa,2025-10-08,,87340.0,82973.0,1,0.05,27276.0,Arreglo de pago acordado; enviar comprobante.
GE-0001085,G02,Gestor 02,Humano,2025-10,2025-10-31,KB-107994,,Retail,Tarjeta de crédito,Montevideo,1-30,Llamada,False,57.9,-0.299,ansiedad,4,Promesa,2025-10-31,,79370.0,71433.0,2,0.1,42990.0,Arreglo de pago acordado; enviar comprobante.
GE-0001086,G02,Gestor 02,Humano,2025-10,2025-10-08,KB-105465,,Retail,Tarjeta de crédito,Treinta y Tres,180+,Llamada,False,50.0,-0.583,enojo,2,Promesa,2025-10-13,,9910.0,7928.0,1,0.2,3832.0,Arreglo de pago acordado; enviar comprobante.
GE-0001087,G02,Gestor 02,Humano,2025-10,2025-10-02,KB-100161,,Retail,Financiación retail,Artigas,91-180,Llamada,False,43.1,-0.62,frustracion,1,Pago,,2025-10-02,33290.0,33290.0,1,0.0,25521.0,Abonó el total de la deuda.
GE-0001088,G02,Gestor 02,Humano,2025-10,2025-10-09,KB-104942,,Pyme,Tarjeta de crédito,Colonia,180+,Llamada,False,54.1,-0.257,dificultad_economica,0,No contactado,,,45800.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001089,G02,Gestor 02,Humano,2025-10,2025-10-01,KB-103680,,Retail,Crédito automotor,Soriano,61-90,WhatsApp,False,58.6,-0.263,objecion,4,No contactado,,,15650.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001090,G02,Gestor 02,Humano,2025-10,2025-10-23,KB-111612,,Pyme,Financiación retail,Canelones,61-90,Llamada,False,57.8,-0.273,objecion,3,Pago,,2025-10-23,78800.0,70920.0,1,0.1,73197.0,Abonó el total de la deuda.
GE-0001091,G02,Gestor 02,Humano,2025-10,2025-10-05,KB-100391,,Corporativo,Tarjeta de crédito,Canelones,61-90,WhatsApp,False,70.9,-0.303,ansiedad,3,Pago,,2025-10-05,655660.0,655660.0,1,0.0,567902.0,Abonó el total de la deuda.
GE-0001092,G02,Gestor 02,Humano,2025-10,2025-10-28,KB-109497,,Pyme,Préstamo personal,Florida,1-30,Llamada,False,51.4,-0.146,ansiedad,3,Pago,,2025-10-28,421780.0,421780.0,1,0.0,346877.0,Abonó el total de la deuda.
GE-0001093,G02,Gestor 02,Humano,2025-10,2025-10-14,KB-111628,,Corporativo,Tarjeta de crédito,Soriano,31-60,Llamada,False,41.5,-0.041,neutro,3,Sin acuerdo,,,2153430.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001094,G02,Gestor 02,Humano,2025-10,2025-10-01,KB-102911,,Retail,Préstamo personal,Canelones,61-90,Llamada,False,57.2,-0.178,objecion,2,Promesa,2025-10-06,,26930.0,24237.0,6,0.1,11035.0,Arreglo de pago acordado; enviar comprobante.
GE-0001095,G02,Gestor 02,Humano,2025-10,2025-10-08,KB-111046,,Retail,Préstamo personal,Montevideo,31-60,Llamada,False,62.5,0.233,neutro,5,Promesa,2025-10-13,,6150.0,6150.0,6,0.0,2404.0,Arreglo de pago acordado; enviar comprobante.
GE-0001096,G02,Gestor 02,Humano,2025-10,2025-10-30,KB-102980,,Pyme,Préstamo personal,Salto,1-30,Llamada,False,60.3,-0.041,ansiedad,2,Pago,,2025-10-30,82430.0,82430.0,1,0.0,71316.0,Abonó el total de la deuda.
GE-0001097,G02,Gestor 02,Humano,2025-10,2025-10-24,KB-103650,,Retail,Cuenta corriente,Tacuarembó,1-30,Llamada,False,60.3,0.484,intencion_pago,3,Promesa,2025-10-29,,117880.0,117880.0,4,0.0,64116.0,Arreglo de pago acordado; enviar comprobante.
GE-0001098,G02,Gestor 02,Humano,2025-10,2025-10-12,KB-110102,,Retail,Microcrédito,Colonia,31-60,Llamada,False,57.1,0.036,neutro,1,No contactado,,,4840.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001099,G02,Gestor 02,Humano,2025-10,2025-10-11,KB-111150,,Pyme,Préstamo personal,Canelones,1-30,WhatsApp,False,55.6,0.215,intencion_pago,1,Promesa,2025-10-16,,55130.0,49617.0,3,0.1,30321.0,Arreglo de pago acordado; enviar comprobante.
GE-0001100,G02,Gestor 02,Humano,2025-10,2025-10-13,KB-103706,,Pyme,Préstamo personal,Canelones,1-30,Llamada,False,53.1,0.424,intencion_pago,2,Sin acuerdo,,,61950.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001101,G02,Gestor 02,Humano,2025-10,2025-10-21,KB-101264,,Retail,Tarjeta de crédito,Río Negro,1-30,WhatsApp,False,47.2,0.469,intencion_pago,3,No contactado,,,10600.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001102,G02,Gestor 02,Humano,2025-10,2025-10-31,KB-105581,,Pyme,Tarjeta de crédito,Maldonado,1-30,Llamada,False,60.3,-0.128,neutro,1,Promesa,2025-10-31,,46480.0,46480.0,4,0.0,26013.0,Arreglo de pago acordado; enviar comprobante.
GE-0001103,G03,Gestor 03,Humano,2025-10,2025-10-28,KB-100733,,Retail,Préstamo personal,Canelones,91-180,Llamada,False,68.2,-0.24,dificultad_economica,1,Promesa,2025-10-31,,76570.0,61256.0,1,0.2,32720.0,Arreglo de pago acordado; enviar comprobante.
GE-0001104,G03,Gestor 03,Humano,2025-10,2025-10-01,KB-105708,,Retail,Tarjeta de crédito,Montevideo,61-90,Llamada,False,57.8,-0.499,dificultad_economica,4,Sin acuerdo,,,29460.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001105,G03,Gestor 03,Humano,2025-10,2025-10-23,KB-104445,,Retail,Préstamo personal,Paysandú,1-30,Llamada,False,79.8,0.738,intencion_pago,4,Pago,,2025-10-23,15360.0,15360.0,1,0.0,10178.0,Abonó el total de la deuda.
GE-0001106,G03,Gestor 03,Humano,2025-10,2025-10-09,KB-102745,,Retail,Préstamo personal,Montevideo,31-60,WhatsApp,False,65.9,-0.371,enojo,3,Promesa,2025-10-14,,18420.0,16578.0,6,0.1,7629.0,Arreglo de pago acordado; enviar comprobante.
GE-0001107,G03,Gestor 03,Humano,2025-10,2025-10-01,KB-101198,,Retail,Préstamo personal,Rivera,61-90,WhatsApp,False,72.1,0.322,neutro,3,Promesa,2025-10-06,,26810.0,24129.0,5,0.1,13157.0,Arreglo de pago acordado; enviar comprobante.
GE-0001108,G03,Gestor 03,Humano,2025-10,2025-10-18,KB-103121,,Retail,Tarjeta de crédito,San José,31-60,Llamada,False,74.7,-0.36,frustracion,4,Promesa,2025-10-23,,14750.0,14750.0,4,0.0,6896.0,Arreglo de pago acordado; enviar comprobante.
GE-0001109,G03,Gestor 03,Humano,2025-10,2025-10-02,KB-106492,,Retail,Crédito automotor,Rivera,1-30,Llamada,False,74.2,0.557,intencion_pago,3,Promesa,2025-10-07,,37080.0,37080.0,6,0.0,13924.0,Arreglo de pago acordado; enviar comprobante.
GE-0001110,G03,Gestor 03,Humano,2025-10,2025-10-30,KB-109353,,Retail,Tarjeta de crédito,Colonia,1-30,Llamada,False,65.4,-0.51,enojo,1,Sin acuerdo,,,22160.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001111,G03,Gestor 03,Humano,2025-10,2025-10-29,KB-104730,,Retail,Préstamo personal,Canelones,1-30,WhatsApp,False,79.1,-0.323,frustracion,2,Pago,,2025-10-29,45060.0,40554.0,1,0.1,37452.0,Abonó el total de la deuda.
GE-0001112,G03,Gestor 03,Humano,2025-10,2025-10-10,KB-105558,,Retail,Tarjeta de crédito,Canelones,91-180,WhatsApp,False,59.2,-0.372,enojo,2,Promesa,2025-10-15,,13700.0,13015.0,5,0.05,6173.0,Arreglo de pago acordado; enviar comprobante.
GE-0001113,G03,Gestor 03,Humano,2025-10,2025-10-23,KB-101869,,Retail,Financiación retail,Durazno,61-90,Llamada,False,72.4,-0.375,dificultad_economica,6,Pago,,2025-10-23,29750.0,26775.0,1,0.1,20123.0,Abonó el total de la deuda.
GE-0001114,G03,Gestor 03,Humano,2025-10,2025-10-02,KB-110653,,Pyme,Microcrédito,Tacuarembó,1-30,Llamada,False,64.7,0.249,neutro,1,Pago,,2025-10-02,91400.0,91400.0,1,0.0,81131.0,Abonó el total de la deuda.
GE-0001115,G03,Gestor 03,Humano,2025-10,2025-10-03,KB-101045,,Retail,Préstamo personal,Montevideo,31-60,Llamada,False,58.0,-0.056,neutro,2,Sin acuerdo,,,15900.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001116,G03,Gestor 03,Humano,2025-10,2025-10-09,KB-105916,,Pyme,Tarjeta de crédito,Rivera,1-30,Llamada,False,81.3,0.372,neutro,4,Promesa,2025-10-14,,95670.0,66969.0,5,0.3,41129.0,Arreglo de pago acordado; enviar comprobante.
GE-0001117,G03,Gestor 03,Humano,2025-10,2025-10-28,KB-109733,,Pyme,Financiación retail,Canelones,180+,Llamada,False,74.5,-0.142,dificultad_economica,4,Pago,,2025-10-28,38080.0,38080.0,1,0.0,32112.0,Abonó el total de la deuda.
GE-0001118,G03,Gestor 03,Humano,2025-10,2025-10-18,KB-104176,,Corporativo,Microcrédito,Canelones,31-60,Llamada,False,61.9,-0.124,neutro,2,Promesa,2025-10-23,,844450.0,760005.0,1,0.1,293688.0,Arreglo de pago acordado; enviar comprobante.
GE-0001119,G03,Gestor 03,Humano,2025-10,2025-10-31,KB-102654,,Pyme,Préstamo personal,Montevideo,91-180,WhatsApp,False,64.8,0.017,objecion,2,Promesa,2025-10-31,,50800.0,40640.0,1,0.2,15800.0,Arreglo de pago acordado; enviar comprobante.
GE-0001120,G03,Gestor 03,Humano,2025-10,2025-10-14,KB-106937,,Retail,Financiación retail,San José,91-180,Llamada,False,73.3,-0.359,frustracion,3,Informado,,,28840.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001121,G03,Gestor 03,Humano,2025-10,2025-10-14,KB-108683,,Pyme,Préstamo personal,Montevideo,1-30,WhatsApp,False,71.3,0.189,neutro,4,Pago,,2025-10-14,16910.0,16910.0,1,0.0,15309.0,Abonó el total de la deuda.
GE-0001122,G03,Gestor 03,Humano,2025-10,2025-10-11,KB-100167,,Retail,Microcrédito,Canelones,1-30,WhatsApp,False,57.4,-0.002,neutro,4,Pago,,2025-10-11,31960.0,31960.0,1,0.0,30413.0,Abonó el total de la deuda.
GE-0001123,G03,Gestor 03,Humano,2025-10,2025-10-30,KB-100131,,Pyme,Crédito automotor,Montevideo,180+,Llamada,False,59.4,-0.412,frustracion,4,Informado,,,46210.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001124,G03,Gestor 03,Humano,2025-10,2025-10-20,KB-107871,,Retail,Tarjeta de crédito,Montevideo,91-180,Llamada,False,50.9,-0.395,dificultad_economica,4,No contactado,,,87340.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001125,G03,Gestor 03,Humano,2025-10,2025-10-01,KB-111890,,Retail,Tarjeta de crédito,Canelones,31-60,Llamada,False,72.8,-0.284,objecion,5,Pago,,2025-10-01,8860.0,8417.0,1,0.05,7782.0,Abonó el total de la deuda.
GE-0001126,G03,Gestor 03,Humano,2025-10,2025-10-14,KB-107286,,Corporativo,Crédito automotor,Montevideo,31-60,Llamada,False,68.1,-0.333,enojo,4,No contactado,,,203690.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001127,G03,Gestor 03,Humano,2025-10,2025-10-22,KB-111175,,Retail,Préstamo personal,Colonia,31-60,Llamada,False,71.3,-0.552,enojo,2,Promesa,2025-10-27,,36730.0,34894.0,3,0.05,21676.0,Arreglo de pago acordado; enviar comprobante.
GE-0001128,G03,Gestor 03,Humano,2025-10,2025-10-07,KB-105078,,Retail,Financiación retail,Tacuarembó,1-30,Llamada,False,64.0,0.093,neutro,1,Pago,,2025-10-07,18950.0,18002.0,1,0.05,13742.0,Abonó el total de la deuda.
GE-0001129,G03,Gestor 03,Humano,2025-10,2025-10-29,KB-109273,,Pyme,Cuenta corriente,Maldonado,91-180,Llamada,False,50.8,-0.478,dificultad_economica,3,Promesa,2025-10-31,,37260.0,37260.0,5,0.0,16992.0,Arreglo de pago acordado; enviar comprobante.
GE-0001130,G03,Gestor 03,Humano,2025-10,2025-10-03,KB-106275,,Retail,Tarjeta de crédito,Colonia,31-60,WhatsApp,False,75.9,0.387,intencion_pago,5,Pago,,2025-10-03,42900.0,42900.0,1,0.0,38819.0,Abonó el total de la deuda.
GE-0001131,G03,Gestor 03,Humano,2025-10,2025-10-10,KB-106863,,Retail,Microcrédito,San José,61-90,Llamada,False,59.6,-0.275,enojo,3,Pago,,2025-10-10,8090.0,5663.0,1,0.3,7220.0,Abonó el total de la deuda.
GE-0001132,G03,Gestor 03,Humano,2025-10,2025-10-02,KB-106734,,Pyme,Financiación retail,Tacuarembó,1-30,Llamada,False,60.5,0.581,intencion_pago,5,Promesa,2025-10-07,,64450.0,58005.0,2,0.1,33085.0,Arreglo de pago acordado; enviar comprobante.
GE-0001133,G03,Gestor 03,Humano,2025-10,2025-10-27,KB-106174,,Retail,Cuenta corriente,Montevideo,1-30,WhatsApp,False,72.0,0.216,objecion,4,Promesa,2025-10-31,,14020.0,13319.0,3,0.05,6517.0,Arreglo de pago acordado; enviar comprobante.
GE-0001134,G03,Gestor 03,Humano,2025-10,2025-10-21,KB-104782,,Retail,Préstamo personal,Montevideo,61-90,WhatsApp,False,71.9,0.116,neutro,6,Promesa,2025-10-26,,50050.0,50050.0,6,0.0,22923.0,Arreglo de pago acordado; enviar comprobante.
GE-0001135,G03,Gestor 03,Humano,2025-10,2025-10-17,KB-100278,,Retail,Préstamo personal,Paysandú,91-180,WhatsApp,False,79.7,-0.369,frustracion,5,No contactado,,,9000.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001136,G03,Gestor 03,Humano,2025-10,2025-10-29,KB-101079,,Pyme,Tarjeta de crédito,Montevideo,1-30,WhatsApp,False,67.3,0.499,neutro,4,Sin acuerdo,,,121810.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001137,G03,Gestor 03,Humano,2025-10,2025-10-02,KB-105317,,Pyme,Préstamo personal,Canelones,1-30,Llamada,False,61.2,0.11,neutro,3,Sin acuerdo,,,185660.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001138,G03,Gestor 03,Humano,2025-10,2025-10-01,KB-103226,,Pyme,Préstamo personal,San José,31-60,WhatsApp,False,73.9,0.123,objecion,4,Informado,,,400850.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001139,G03,Gestor 03,Humano,2025-10,2025-10-02,KB-103647,,Pyme,Tarjeta de crédito,Montevideo,61-90,Llamada,False,76.0,-0.72,enojo,3,Pago,,2025-10-02,91530.0,91530.0,1,0.0,76552.0,Abonó el total de la deuda.
GE-0001140,G03,Gestor 03,Humano,2025-10,2025-10-23,KB-111933,,Pyme,Préstamo personal,Montevideo,1-30,WhatsApp,False,64.1,-0.058,neutro,3,Informado,,,57780.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001141,G03,Gestor 03,Humano,2025-10,2025-10-27,KB-100618,,Pyme,Préstamo personal,Montevideo,31-60,Llamada,False,66.6,0.308,neutro,3,Promesa,2025-10-31,,200820.0,200820.0,3,0.0,87571.0,Arreglo de pago acordado; enviar comprobante.
GE-0001142,G03,Gestor 03,Humano,2025-10,2025-10-30,KB-105623,,Pyme,Financiación retail,Canelones,1-30,Llamada,False,56.2,0.053,neutro,4,Sin acuerdo,,,336550.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001143,G03,Gestor 03,Humano,2025-10,2025-10-04,KB-107760,,Pyme,Financiación retail,Montevideo,91-180,Llamada,False,66.6,-0.32,dificultad_economica,3,Sin acuerdo,,,145740.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001144,G03,Gestor 03,Humano,2025-10,2025-10-22,KB-103388,,Retail,Tarjeta de crédito,Salto,31-60,WhatsApp,False,70.0,0.151,neutro,4,Promesa,2025-10-27,,43100.0,43100.0,3,0.0,25283.0,Arreglo de pago acordado; enviar comprobante.
GE-0001145,G03,Gestor 03,Humano,2025-10,2025-10-01,KB-110236,,Retail,Tarjeta de crédito,Tacuarembó,1-30,Llamada,False,72.6,0.225,neutro,3,Promesa,2025-10-06,,27840.0,26448.0,1,0.05,13031.0,Arreglo de pago acordado; enviar comprobante.
GE-0001146,G03,Gestor 03,Humano,2025-10,2025-10-20,KB-109572,,Corporativo,Microcrédito,Cerro Largo,91-180,Llamada,False,62.2,-0.326,objecion,2,Sin acuerdo,,,671000.0,0.0,0,0.0,0.0,No aceptó la propuesta; reintentar.
GE-0001147,G03,Gestor 03,Humano,2025-10,2025-10-13,KB-107768,,Retail,Préstamo personal,Canelones,180+,Llamada,False,64.3,-0.507,enojo,4,No contactado,,,17590.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001148,G03,Gestor 03,Humano,2025-10,2025-10-09,KB-105582,,Retail,Cuenta corriente,Lavalleja,91-180,WhatsApp,False,60.6,-0.343,dificultad_economica,3,Promesa,2025-10-14,,19070.0,17163.0,2,0.1,7426.0,Arreglo de pago acordado; enviar comprobante.
GE-0001149,G03,Gestor 03,Humano,2025-10,2025-10-16,KB-100483,,Retail,Microcrédito,Montevideo,91-180,WhatsApp,False,71.7,0.03,objecion,3,Promesa,2025-10-21,,89540.0,85063.0,5,0.05,45508.0,Arreglo de pago acordado; enviar comprobante.
GE-0001150,G04,Gestor 04,Humano,2025-10,2025-10-23,KB-102863,,Retail,Microcrédito,Salto,91-180,Llamada,False,61.8,-0.534,enojo,3,No contactado,,,25830.0,0.0,0,0.0,0.0,No se logró contacto.
GE-0001151,G04,Gestor 04,Humano,2025-10,2025-10-15,KB-105435,,Pyme,Préstamo personal,Maldonado,1-30,WhatsApp,False,64.6,0.671,intencion_pago,3,Promesa,2025-10-20,,161370.0,161370.0,5,0.0,61347.0,Arreglo de pago acordado; enviar comprobante.
GE-0001152,G04,Gestor 04,Humano,2025-10,2025-10-28,KB-107671,,Retail,Microcrédito,Rivera,91-180,Llamada,False,79.5,-0.229,ansiedad,4,Informado,,,88440.0,0.0,0,0.0,0.0,Se informó la deuda / se dejó mensaje.
GE-0001153,G04,Gestor 04,Humano,2025-10,2025-10-22,KB-100051,,Retail,Financiación retail,Rocha,61-90,Llamada,False,72.3,0.255,neutro,3,Pago,,2025-10-22,16930.0,15237.0,1,0.1,14131.0,Abonó el total de la deuda.
GE-0001154,G04,Gestor 04,Humano,2025-10,2025-10-23,KB-103051,,Corporativo,Crédito automotor,Montevideo,1-30,WhatsApp,False,83.0,-0.192,ansiedad,5,Promesa,2025-10-28,,1348650.0,1281218.0,4,0.05,730543.0,Arreglo de pago acordado; enviar comprobante.
GE-0001155,G04,Gestor 04,Humano,2025-10,2025-10-07,KB-103707,,Retail,Tarjeta de crédito,Durazno,1-30,WhatsApp,False,60.1,0.277,intencion_pago,3,Pago,,2025-10-07,22160.0,22160.0,1,0.0,21455.0,Abonó el total de la deuda.
GE-0001156,G04,Gestor 04,Humano,2025-10,2025-10-01,KB-107349,,Retail,Préstamo personal,Treinta y Tres,1-30,WhatsApp,False,61.8,0.09,neutro,2,Promesa,2025-10-06,,17830.0,12481.0,3,0.3,8867.0,Arreglo de pago acordado; enviar comprobante.
