id_deudor,segmento,producto,departamento,monto_deuda,dias_mora,cuotas_atrasadas,antiguedad_cliente_meses,score_buro,ingreso_estimado,pagos_ultimos_12m,promesas_cumplidas,promesas_incumplidas,contactabilidad,gestiones_previas,canal_preferido,pago,tramo_mora
KB-102728,Retail,Tarjeta de crédito,Paysandú,24550.0,197,7,76,443,18100.0,8,1,3,0.562,12,Llamada,0,180+
KB-102729,Retail,Préstamo personal,Paysandú,16930.0,70,2,96,593,50100.0,11,0,0,0.548,2,WhatsApp,0,61-90
KB-102730,Retail,Préstamo personal,Montevideo,29980.0,51,1,157,734,41200.0,8,5,3,0.789,1,Email,1,31-60
KB-102731,Retail,Tarjeta de crédito,Montevideo,34390.0,53,2,54,540,50300.0,5,2,3,0.99,1,SMS,0,31-60
KB-102732,Retail,Crédito automotor,Artigas,48140.0,83,2,89,386,17100.0,6,1,1,0.431,5,Email,0,61-90
KB-102733,Retail,Tarjeta de crédito,Montevideo,11750.0,40,2,103,639,40000.0,7,0,1,0.585,6,WhatsApp,1,31-60
KB-102734,Retail,Tarjeta de crédito,Montevideo,35810.0,200,7,61,529,52600.0,6,0,1,0.412,5,Llamada,0,180+
KB-102735,Retail,Microcrédito,San José,38110.0,108,3,116,728,44100.0,3,2,0,0.59,4,Llamada,1,91-180
KB-102736,Retail,Préstamo personal,Montevideo,35400.0,30,1,101,548,45300.0,7,2,3,0.507,4,Llamada,1,1-30
KB-102737,Pyme,Préstamo personal,Soriano,63290.0,46,2,62,505,31100.0,4,5,2,0.298,7,WhatsApp,0,31-60
KB-102738,Pyme,Cuenta corriente,Lavalleja,65630.0,84,2,102,476,64400.0,9,5,1,0.559,3,WhatsApp,1,61-90
KB-102739,Retail,Préstamo personal,Maldonado,21530.0,72,2,174,660,197500.0,7,4,0,0.808,5,SMS,1,61-90
KB-102740,Retail,Préstamo personal,Cerro Largo,40260.0,14,1,156,537,54200.0,9,1,1,0.659,2,WhatsApp,1,1-30
KB-102741,Pyme,Tarjeta de crédito,Montevideo,83910.0,219,8,33,489,57000.0,5,0,2,0.589,7,Llamada,0,180+
KB-102742,Retail,Microcrédito,Montevideo,8320.0,62,3,43,626,66300.0,9,4,1,0.607,5,WhatsApp,1,61-90
KB-102743,Retail,Crédito automotor,Canelones,46640.0,9,1,112,446,30600.0,6,0,1,0.637,3,Email,0,1-30
KB-102744,Retail,Tarjeta de crédito,Montevideo,34960.0,8,1,14,758,48900.0,4,4,1,0.582,4,WhatsApp,1,1-30
KB-102745,Retail,Préstamo personal,Montevideo,18420.0,39,2,74,487,81400.0,4,2,1,0.384,4,WhatsApp,0,31-60
KB-102746,Corporativo,Préstamo personal,Montevideo,503150.0,18,1,115,387,44300.0,7,1,4,0.671,2,Llamada,0,1-30
KB-102747,Retail,Financiación retail,Montevideo,35650.0,92,4,90,655,32100.0,8,1,2,0.367,2,SMS,0,91-180
KB-102748,Retail,Cuenta corriente,Maldonado,7950.0,74,2,14,371,124500.0,9,2,1,0.464,8,Email,0,61-90
KB-102749,Retail,Microcrédito,Montevideo,28050.0,88,3,65,528,24500.0,7,2,0,0.616,5,Llamada,1,61-90
KB-102750,Retail,Préstamo personal,San José,26850.0,62,3,170,607,32400.0,9,1,1,0.682,6,WhatsApp,1,61-90
KB-102751,Retail,Préstamo personal,Montevideo,37100.0,75,2,112,557,94200.0,11,0,1,0.348,3,Llamada,1,61-90
KB-102752,Pyme,Microcrédito,Salto,44850.0,41,2,40,676,81300.0,8,2,1,0.355,5,WhatsApp,1,31-60
KB-102753,Retail,Tarjeta de crédito,Montevideo,125630.0,26,1,82,286,32800.0,6,3,0,0.738,4,Llamada,0,1-30
KB-102754,Pyme,Tarjeta de crédito,Montevideo,70170.0,4,1,109,545,34600.0,5,0,2,0.26,2,WhatsApp,0,1-30
KB-102755,Pyme,Préstamo personal,Salto,63520.0,11,1,84,498,57600.0,4,2,2,0.66,3,Llamada,1,1-30
KB-102756,Retail,Préstamo personal,Maldonado,12400.0,96,3,32,549,21000.0,7,1,1,0.5,5,WhatsApp,0,91-180
KB-102757,Retail,Microcrédito,Canelones,39730.0,42,2,7,451,60800.0,5,1,0,0.615,6,Llamada,1,31-60
KB-102758,Retail,Crédito automotor,Artigas,41700.0,10,1,1,698,11200.0,6,5,0,0.636,5,Llamada,1,1-30
KB-102759,Pyme,Microcrédito,Tacuarembó,53360.0,79,2,66,447,17800.0,9,1,2,0.466,5,Llamada,0,61-90
KB-102760,Retail,Microcrédito,Montevideo,32040.0,38,1,59,693,13600.0,3,1,1,0.734,2,WhatsApp,1,31-60
KB-102761,Retail,Préstamo personal,Rocha,7360.0,22,1,49,258,70000.0,6,1,1,0.389,6,WhatsApp,0,1-30
KB-102762,Retail,Financiación retail,Montevideo,60410.0,259,9,95,347,33300.0,7,3,2,0.256,6,WhatsApp,0,180+
KB-102763,Retail,Tarjeta de crédito,Treinta y Tres,10760.0,42,2,134,556,71500.0,9,5,0,0.58,7,Email,1,31-60
KB-102764,Retail,Tarjeta de crédito,Colonia,9510.0,12,1,148,692,89000.0,8,0,2,0.336,4,WhatsApp,1,1-30
KB-102765,Retail,Préstamo personal,Canelones,48190.0,60,3,171,476,28600.0,4,2,0,0.702,8,Llamada,0,31-60
KB-102766,Pyme,Préstamo personal,Montevideo,327020.0,99,4,77,792,69900.0,11,3,1,0.321,6,Llamada,1,91-180
KB-102767,Retail,Préstamo personal,Montevideo,48800.0,65,3,122,415,56300.0,5,5,0,0.53,3,WhatsApp,1,61-90
KB-102768,Pyme,Financiación retail,Maldonado,84590.0,135,5,138,531,74200.0,1,2,1,0.406,5,Email,0,91-180
KB-102769,Retail,Microcrédito,Durazno,82570.0,18,1,94,596,53700.0,6,0,1,0.792,3,Email,1,1-30
KB-102770,Retail,Tarjeta de crédito,Montevideo,17130.0,32,2,6,761,23300.0,5,4,3,0.02,2,WhatsApp,1,31-60
KB-102771,Retail,Microcrédito,Cerro Largo,37560.0,19,1,168,381,62500.0,3,2,3,0.529,1,WhatsApp,0,1-30
KB-102772,Retail,Crédito automotor,San José,12570.0,14,1,169,625,19300.0,9,4,1,0.71,6,WhatsApp,1,1-30
KB-102773,Retail,Crédito automotor,Río Negro,32420.0,180,6,145,417,54300.0,8,0,3,0.195,3,Llamada,0,91-180
KB-102774,Corporativo,Cuenta corriente,Montevideo,1059140.0,43,1,130,604,18000.0,12,2,0,0.66,4,Llamada,0,31-60
KB-102775,Retail,Crédito automotor,Rivera,143050.0,223,8,42,603,54700.0,1,4,4,0.584,14,WhatsApp,0,180+
KB-102776,Retail,Microcrédito,Paysandú,43420.0,106,4,126,547,12500.0,9,4,1,0.588,6,SMS,1,91-180
KB-102777,Pyme,Tarjeta de crédito,Soriano,43090.0,18,1,56,697,40200.0,4,5,1,0.683,8,SMS,1,1-30
KB-102778,Retail,Cuenta corriente,Montevideo,12760.0,100,4,69,361,34500.0,10,2,3,0.351,7,WhatsApp,0,91-180
KB-102779,Retail,Préstamo personal,Canelones,63490.0,105,3,7,479,49200.0,5,2,1,0.208,6,Llamada,1,91-180
KB-102780,Retail,Crédito automotor,Montevideo,26940.0,216,8,37,678,22700.0,7,2,0,0.434,7,WhatsApp,1,180+
KB-102781,Retail,Préstamo personal,Canelones,39120.0,13,1,120,547,20800.0,12,4,1,0.99,3,Llamada,1,1-30
KB-102782,Retail,Tarjeta de crédito,Montevideo,27280.0,25,1,5,516,102400.0,12,3,2,0.758,3,WhatsApp,0,1-30
KB-102783,Corporativo,Crédito automotor,Canelones,252600.0,93,4,152,674,64300.0,8,4,2,0.38,5,Llamada,1,91-180
KB-102784,Retail,Crédito automotor,Maldonado,49830.0,57,1,88,610,36100.0,3,3,1,0.39,5,WhatsApp,1,31-60
KB-102785,Retail,Microcrédito,Paysandú,5170.0,45,2,65,399,49300.0,9,3,1,0.919,1,Llamada,1,31-60
KB-102786,Pyme,Financiación retail,Canelones,159830.0,519,17,72,733,40500.0,2,2,2,0.02,14,SMS,0,180+
KB-102787,Pyme,Crédito automotor,Montevideo,86690.0,25,1,44,614,32300.0,6,1,5,0.866,4,WhatsApp,0,1-30
KB-102788,Retail,Préstamo personal,Colonia,28140.0,90,3,154,496,43200.0,11,1,2,0.99,3,Llamada,0,61-90
KB-102789,Retail,Tarjeta de crédito,Colonia,8580.0,127,4,35,508,41900.0,3,3,0,0.599,1,Email,0,91-180
KB-102790,Retail,Tarjeta de crédito,Montevideo,33870.0,168,5,144,449,51900.0,7,3,1,0.35,4,SMS,0,91-180
KB-102791,Retail,Cuenta corriente,Canelones,19730.0,109,3,59,520,21000.0,3,3,0,0.387,5,Llamada,0,91-180
KB-102792,Retail,Crédito automotor,Montevideo,59300.0,63,3,53,363,21800.0,8,5,0,0.37,3,Llamada,1,61-90
KB-102793,Retail,Crédito automotor,Paysandú,14550.0,117,3,129,543,119200.0,8,3,1,0.518,4,Llamada,1,91-180
KB-102794,Pyme,Préstamo personal,Montevideo,257430.0,132,5,89,414,57400.0,4,5,3,0.573,4,WhatsApp,0,91-180
KB-102795,Retail,Microcrédito,Montevideo,29590.0,20,1,33,747,27300.0,4,4,1,0.847,4,WhatsApp,1,1-30
KB-102796,Pyme,Tarjeta de crédito,Montevideo,103620.0,39,1,141,770,33100.0,1,4,0,0.723,3,WhatsApp,1,31-60
KB-102797,Retail,Préstamo personal,Montevideo,76720.0,100,3,16,689,63200.0,9,0,1,0.496,6,Llamada,0,91-180
KB-102798,Pyme,Tarjeta de crédito,Durazno,192210.0,56,2,167,672,56000.0,2,0,1,0.529,2,Email,1,31-60
KB-102799,Retail,Financiación retail,Montevideo,23960.0,65,2,173,526,63200.0,5,4,0,0.462,3,Llamada,1,61-90
KB-102800,Corporativo,Préstamo personal,Salto,358790.0,156,6,125,648,50200.0,9,4,0,0.276,6,Email,1,91-180
KB-102801,Retail,Microcrédito,Montevideo,27190.0,98,3,100,497,51800.0,6,3,2,0.085,6,Email,1,91-180
KB-102802,Retail,Microcrédito,Canelones,39690.0,28,1,105,510,48900.0,3,3,3,0.872,2,Llamada,0,1-30
KB-102803,Retail,Tarjeta de crédito,Montevideo,31770.0,31,2,32,467,67900.0,6,3,1,0.487,2,WhatsApp,0,31-60
KB-102804,Retail,Microcrédito,Durazno,49890.0,8,1,9,782,15600.0,4,3,0,0.565,2,Email,1,1-30
KB-102805,Pyme,Tarjeta de crédito,Canelones,88450.0,56,2,7,717,30800.0,7,2,0,0.705,3,Llamada,1,31-60
KB-102806,Retail,Tarjeta de crédito,Durazno,41590.0,127,4,175,547,16900.0,3,0,2,0.086,8,WhatsApp,0,91-180
KB-102807,Retail,Financiación retail,Montevideo,9020.0,83,3,63,455,142300.0,4,3,2,0.624,3,Llamada,0,61-90
KB-102808,Retail,Préstamo personal,Canelones,23690.0,80,2,164,436,15900.0,6,5,3,0.595,6,Llamada,1,61-90
KB-102809,Retail,Microcrédito,Canelones,18970.0,87,2,20,371,20700.0,1,1,0,0.585,2,WhatsApp,0,61-90
KB-102810,Retail,Tarjeta de crédito,Canelones,8370.0,6,1,11,612,76800.0,6,4,0,0.237,6,Llamada,1,1-30
KB-102811,Corporativo,Tarjeta de crédito,Montevideo,301120.0,135,4,155,547,94600.0,3,0,1,0.416,3,WhatsApp,1,91-180
KB-102812,Retail,Préstamo personal,Tacuarembó,21230.0,15,1,105,478,68000.0,7,2,0,0.673,2,WhatsApp,1,1-30
KB-102813,Pyme,Préstamo personal,Maldonado,108750.0,63,3,124,381,39800.0,5,0,1,0.256,2,Llamada,0,61-90
KB-102814,Retail,Préstamo personal,Cerro Largo,25420.0,53,2,119,325,24900.0,8,2,2,0.248,5,Email,0,31-60
KB-102815,Corporativo,Préstamo personal,Salto,967940.0,9,1,132,482,40500.0,12,0,1,0.565,2,Llamada,0,1-30
KB-102816,Pyme,Préstamo personal,Montevideo,161670.0,50,1,162,299,70400.0,8,1,0,0.491,2,Llamada,0,31-60
KB-102817,Retail,Tarjeta de crédito,Montevideo,44540.0,32,2,116,591,63500.0,5,1,0,0.647,3,SMS,1,31-60
KB-102818,Corporativo,Tarjeta de crédito,Paysandú,1861660.0,40,2,80,732,47700.0,5,5,1,0.57,0,Llamada,1,31-60
KB-102819,Retail,Préstamo personal,Canelones,32460.0,45,1,31,950,77900.0,9,3,0,0.802,8,WhatsApp,1,31-60
KB-102820,Pyme,Financiación retail,Montevideo,154490.0,9,1,97,473,23200.0,2,3,1,0.892,4,WhatsApp,0,1-30
KB-102821,Retail,Préstamo personal,Paysandú,55540.0,14,1,117,646,81600.0,3,3,5,0.464,1,WhatsApp,0,1-30
KB-102822,Retail,Cuenta corriente,Montevideo,28560.0,23,1,137,551,39500.0,9,2,0,0.735,7,WhatsApp,1,1-30
KB-102823,Pyme,Financiación retail,Montevideo,180530.0,12,1,140,613,40700.0,8,4,0,0.765,9,Llamada,1,1-30
KB-102824,Retail,Préstamo personal,Montevideo,19380.0,104,4,79,666,38200.0,6,4,0,0.392,4,WhatsApp,1,91-180
KB-102825,Retail,Financiación retail,Salto,48220.0,13,1,18,611,66600.0,6,4,1,0.794,0,Email,1,1-30
KB-102826,Retail,Tarjeta de crédito,Montevideo,5550.0,137,5,1,338,39600.0,4,3,1,0.454,5,WhatsApp,0,91-180
KB-102827,Pyme,Cuenta corriente,Maldonado,46020.0,94,3,171,494,68200.0,8,3,0,0.816,4,Llamada,1,91-180
KB-102828,Pyme,Crédito automotor,Tacuarembó,280490.0,22,1,93,826,47300.0,12,3,2,0.9,0,Email,1,1-30
KB-102829,Retail,Préstamo personal,Montevideo,6550.0,89,3,47,487,44800.0,6,5,1,0.58,8,WhatsApp,1,61-90
KB-102830,Retail,Microcrédito,Montevideo,88980.0,70,2,126,592,22000.0,7,1,1,0.301,4,SMS,0,61-90
KB-102831,Retail,Tarjeta de crédito,Canelones,16730.0,53,2,29,642,21300.0,4,3,1,0.564,8,WhatsApp,1,31-60
KB-102832,Pyme,Préstamo personal,Canelones,221640.0,69,2,69,510,53500.0,2,1,2,0.386,7,WhatsApp,0,61-90
KB-102833,Pyme,Crédito automotor,Cerro Largo,87160.0,90,4,89,650,15000.0,9,0,0,0.671,9,SMS,1,61-90
KB-102834,Retail,Crédito automotor,Trinidad,43960.0,39,2,128,567,42700.0,6,3,1,0.39,4,Llamada,1,31-60
KB-102835,Retail,Tarjeta de crédito,Montevideo,32660.0,95,3,26,413,59200.0,9,1,2,0.38,1,WhatsApp,0,91-180
KB-102836,Retail,Tarjeta de crédito,Salto,20470.0,5,1,2,746,73400.0,2,4,3,0.705,2,WhatsApp,1,1-30
KB-102837,Pyme,Cuenta corriente,Montevideo,126260.0,54,2,170,728,74900.0,5,5,2,0.333,4,Llamada,1,31-60
KB-102838,Retail,Microcrédito,Artigas,9610.0,9,1,59,478,137700.0,12,3,2,0.618,3,WhatsApp,1,1-30
KB-102839,Retail,Tarjeta de crédito,Salto,68940.0,43,2,15,492,84300.0,8,4,0,0.915,5,Llamada,1,31-60
KB-102840,Retail,Financiación retail,Montevideo,33920.0,50,2,177,697,17800.0,7,0,0,0.448,4,WhatsApp,1,31-60
KB-102841,Retail,Tarjeta de crédito,Trinidad,7840.0,45,1,112,442,21000.0,3,5,1,0.655,5,Email,1,31-60
KB-102842,Retail,Préstamo personal,Tacuarembó,33400.0,84,2,150,702,59800.0,5,4,1,0.377,5,Email,1,61-90
KB-102843,Retail,Tarjeta de crédito,Montevideo,61110.0,71,3,89,674,89300.0,8,1,0,0.279,6,SMS,1,61-90
KB-102844,Corporativo,Préstamo personal,Montevideo,293850.0,64,2,114,368,84900.0,9,1,0,0.586,5,WhatsApp,0,61-90
KB-102845,Corporativo,Crédito automotor,Montevideo,560690.0,30,2,135,617,58700.0,4,4,1,0.707,2,WhatsApp,1,1-30
KB-102846,Retail,Financiación retail,Rocha,28320.0,2,1,15,518,55900.0,8,3,0,0.851,3,Llamada,1,1-30
KB-102847,Retail,Préstamo personal,Canelones,32860.0,68,3,95,271,43900.0,5,0,1,0.266,7,Llamada,0,61-90
KB-102848,Pyme,Tarjeta de crédito,Montevideo,41200.0,62,3,50,497,75800.0,7,0,0,0.484,6,Email,0,61-90
KB-102849,Pyme,Microcrédito,Tacuarembó,136070.0,40,2,48,428,205200.0,5,4,1,0.438,1,Llamada,0,31-60
KB-102850,Retail,Financiación retail,San José,76750.0,48,1,164,460,11300.0,5,3,1,0.373,4,Llamada,1,31-60
KB-102851,Retail,Crédito automotor,Montevideo,20390.0,7,1,129,559,62900.0,4,5,0,0.873,1,Llamada,0,1-30
KB-102852,Retail,Tarjeta de crédito,Canelones,48400.0,29,1,81,662,41400.0,7,0,0,0.641,6,WhatsApp,1,1-30
KB-102853,Retail,Préstamo personal,Maldonado,36980.0,45,1,145,652,38500.0,9,1,2,0.446,4,Llamada,1,31-60
KB-102854,Retail,Préstamo personal,Montevideo,59370.0,109,3,154,648,13400.0,4,2,3,0.54,5,Llamada,0,91-180
KB-102855,Pyme,Préstamo personal,Canelones,125190.0,59,1,82,416,35400.0,5,3,2,0.728,3,WhatsApp,0,31-60
KB-102856,Retail,Préstamo personal,Canelones,11690.0,72,3,63,556,34900.0,6,1,0,0.422,3,Email,0,61-90
KB-102857,Retail,Tarjeta de crédito,Treinta y Tres,4320.0,49,2,160,704,172000.0,7,0,2,0.758,5,WhatsApp,1,31-60
KB-102858,Retail,Microcrédito,Montevideo,31200.0,35,2,86,518,50600.0,7,0,0,0.507,6,WhatsApp,0,31-60
KB-102859,Pyme,Préstamo personal,Montevideo,208180.0,15,1,35,684,55100.0,3,0,0,0.641,1,WhatsApp,1,1-30
KB-102860,Retail,Tarjeta de crédito,Montevideo,37510.0,86,3,145,580,133100.0,4,2,1,0.322,10,Llamada,1,61-90
KB-102861,Retail,Cuenta corriente,Lavalleja,20890.0,185,6,108,463,36300.0,7,5,3,0.406,8,WhatsApp,0,180+
KB-102862,Pyme,Préstamo personal,Salto,76120.0,131,4,56,793,32500.0,3,5,2,0.433,6,WhatsApp,1,91-180
KB-102863,Retail,Microcrédito,Salto,25830.0,107,4,99,579,56700.0,7,1,0,0.492,3,Llamada,1,91-180
KB-102864,Corporativo,Tarjeta de crédito,Montevideo,327730.0,143,4,88,557,213300.0,5,4,2,0.569,8,SMS,0,91-180
KB-102865,Retail,Tarjeta de crédito,Montevideo,26610.0,45,1,149,730,18000.0,8,4,1,0.14,3,WhatsApp,1,31-60
KB-102866,Retail,Préstamo personal,Salto,194790.0,41,1,66,658,38300.0,5,2,2,0.369,2,Email,1,31-60
KB-102867,Retail,Préstamo personal,Canelones,37250.0,33,2,14,514,24400.0,4,3,2,0.728,2,Llamada,0,31-60
KB-102868,Retail,Préstamo personal,Montevideo,12610.0,167,6,5,592,90000.0,9,2,2,0.474,6,WhatsApp,1,91-180
KB-102869,Retail,Tarjeta de crédito,Paysandú,22510.0,72,2,99,630,41900.0,5,0,3,0.357,3,WhatsApp,0,61-90
KB-102870,Retail,Préstamo personal,Colonia,14930.0,225,8,148,411,104600.0,7,5,2,0.724,6,Llamada,0,180+
KB-102871,Pyme,Préstamo personal,Canelones,505930.0,45,1,53,639,47100.0,7,3,2,0.376,8,Llamada,1,31-60
KB-102872,Retail,Tarjeta de crédito,Maldonado,44760.0,79,2,74,604,84700.0,2,1,0,0.415,3,Llamada,1,61-90
KB-102873,Pyme,Tarjeta de crédito,Canelones,61020.0,40,2,21,553,31600.0,3,4,1,0.303,4,WhatsApp,1,31-60
KB-102874,Retail,Préstamo personal,Canelones,57110.0,132,5,76,678,45700.0,4,4,2,0.927,7,WhatsApp,1,91-180
KB-102875,Retail,Tarjeta de crédito,Colonia,29000.0,141,4,149,453,11400.0,3,1,2,0.68,7,Llamada,0,91-180
KB-102876,Retail,Financiación retail,Montevideo,14700.0,70,2,104,382,21500.0,4,1,2,0.394,3,Llamada,0,61-90
KB-102877,Pyme,Crédito automotor,Montevideo,28890.0,28,1,48,250,44400.0,7,5,2,0.44,2,WhatsApp,1,1-30
KB-102878,Retail,Microcrédito,Colonia,46500.0,73,2,160,413,39100.0,3,0,1,0.99,5,WhatsApp,0,61-90
KB-102879,Retail,Financiación retail,Canelones,121690.0,95,4,121,737,26100.0,5,3,0,0.782,4,SMS,1,91-180
KB-102880,Pyme,Tarjeta de crédito,Montevideo,111520.0,28,1,10,324,30800.0,11,2,0,0.489,4,Email,0,1-30
KB-102881,Retail,Crédito automotor,Rivera,35150.0,58,2,78,356,72500.0,4,3,4,0.57,3,Llamada,0,31-60
KB-102882,Retail,Microcrédito,Rocha,44330.0,46,1,12,596,68100.0,3,3,0,0.586,3,WhatsApp,1,31-60
KB-102883,Retail,Préstamo personal,Montevideo,30020.0,19,1,150,709,23800.0,2,1,0,0.545,3,WhatsApp,1,1-30
KB-102884,Retail,Préstamo personal,Maldonado,56730.0,157,5,153,409,54200.0,4,0,2,0.843,6,Llamada,0,91-180
KB-102885,Pyme,Préstamo personal,Montevideo,68410.0,62,2,96,420,37300.0,8,3,0,0.545,5,WhatsApp,0,61-90
KB-102886,Retail,Crédito automotor,Tacuarembó,62970.0,69,2,158,701,25600.0,6,3,2,0.292,4,WhatsApp,1,61-90
KB-102887,Retail,Tarjeta de crédito,Soriano,16310.0,56,2,13,719,35800.0,5,0,2,0.594,6,WhatsApp,0,31-60
KB-102888,Pyme,Préstamo personal,Canelones,109250.0,51,2,26,418,48100.0,10,0,0,0.223,4,WhatsApp,0,31-60
KB-102889,Pyme,Microcrédito,Montevideo,220240.0,99,4,142,569,154600.0,7,5,1,0.02,4,SMS,0,91-180
KB-102890,Retail,Microcrédito,Montevideo,44070.0,6,1,15,521,87900.0,3,2,1,0.393,5,Email,0,1-30
KB-102891,Pyme,Préstamo personal,Canelones,126570.0,53,1,5,571,62900.0,7,0,0,0.431,1,Llamada,0,31-60
KB-102892,Retail,Tarjeta de crédito,Durazno,17030.0,45,1,40,382,25300.0,5,4,1,0.389,7,WhatsApp,0,31-60
KB-102893,Corporativo,Tarjeta de crédito,Rivera,806400.0,19,1,125,595,87400.0,7,1,2,0.196,1,SMS,0,1-30
KB-102894,Retail,Financiación retail,Rivera,30000.0,154,6,147,775,30400.0,4,4,0,0.421,5,SMS,1,91-180
KB-102895,Retail,Microcrédito,Durazno,8530.0,64,3,151,669,69000.0,9,5,0,0.418,7,Llamada,1,61-90
KB-102896,Corporativo,Financiación retail,Montevideo,403220.0,28,1,56,250,154900.0,6,0,3,0.84,4,WhatsApp,0,1-30
KB-102897,Retail,Financiación retail,Canelones,27940.0,74,3,49,548,189400.0,5,2,1,0.708,10,WhatsApp,0,61-90
KB-102898,Retail,Cuenta corriente,Rocha,37590.0,44,1,13,552,15700.0,8,5,2,0.486,6,WhatsApp,1,31-60
KB-102899,Retail,Tarjeta de crédito,Montevideo,21520.0,30,1,3,588,10300.0,6,0,1,0.4,4,SMS,1,1-30
KB-102900,Retail,Cuenta corriente,Montevideo,10970.0,66,3,83,420,29300.0,6,3,2,0.319,6,WhatsApp,1,61-90
KB-102901,Retail,Crédito automotor,Montevideo,18710.0,247,9,108,496,29300.0,4,0,0,0.694,7,WhatsApp,0,180+
KB-102902,Retail,Tarjeta de crédito,Montevideo,36600.0,149,5,44,642,51600.0,1,2,0,0.633,7,Llamada,0,91-180
KB-102903,Retail,Crédito automotor,Montevideo,97750.0,62,2,127,482,122600.0,7,1,1,0.406,6,WhatsApp,1,61-90
KB-102904,Pyme,Cuenta corriente,Montevideo,152140.0,71,3,59,484,66400.0,2,1,4,0.33,4,WhatsApp,0,61-90
KB-102905,Retail,Préstamo personal,Maldonado,6400.0,14,1,173,471,55800.0,2,2,1,0.767,5,Email,0,1-30
KB-102906,Pyme,Préstamo personal,Montevideo,83460.0,67,3,75,557,56700.0,5,0,3,0.557,3,Email,0,61-90
KB-102907,Pyme,Tarjeta de crédito,Maldonado,289630.0,105,4,3,541,52500.0,8,2,4,0.688,2,WhatsApp,0,91-180
KB-102908,Pyme,Préstamo personal,Montevideo,279910.0,76,3,111,642,47200.0,3,4,1,0.478,2,WhatsApp,0,61-90
KB-102909,Corporativo,Préstamo personal,Canelones,1337320.0,15,1,16,550,54000.0,9,1,0,0.585,6,Email,1,1-30
KB-102910,Retail,Préstamo personal,Durazno,38570.0,44,2,139,751,23100.0,5,1,2,0.547,5,WhatsApp,1,31-60
KB-102911,Retail,Préstamo personal,Canelones,26930.0,79,2,95,540,54300.0,3,1,0,0.15,3,Llamada,1,61-90
KB-102912,Corporativo,Financiación retail,Lavalleja,900820.0,48,2,145,717,96600.0,6,2,3,0.525,6,WhatsApp,1,31-60
KB-102913,Retail,Tarjeta de crédito,Montevideo,15120.0,223,8,57,455,47400.0,5,1,5,0.641,7,WhatsApp,0,180+
KB-102914,Retail,Tarjeta de crédito,Canelones,19440.0,57,1,120,661,51700.0,4,2,3,0.49,5,Email,1,31-60
KB-102915,Retail,Tarjeta de crédito,Montevideo,32350.0,22,1,26,622,46300.0,5,3,1,0.402,6,WhatsApp,1,1-30
KB-102916,Retail,Préstamo personal,Colonia,43280.0,25,1,44,685,50100.0,8,0,1,0.797,1,Llamada,1,1-30
KB-102917,Pyme,Préstamo personal,Paysandú,47620.0,53,2,126,436,49800.0,5,0,0,0.566,4,Email,0,31-60
KB-102918,Retail,Cuenta corriente,Canelones,11090.0,153,5,134,394,20700.0,10,1,1,0.67,0,SMS,0,91-180
KB-102919,Pyme,Financiación retail,Canelones,148530.0,34,2,176,616,62600.0,9,2,0,0.348,1,WhatsApp,1,31-60
KB-102920,Retail,Tarjeta de crédito,Canelones,29080.0,31,1,13,625,59400.0,3,4,0,0.533,5,SMS,1,31-60
KB-102921,Retail,Financiación retail,San José,55860.0,154,6,3,587,50900.0,8,1,1,0.718,8,Llamada,0,91-180
KB-102922,Pyme,Financiación retail,Montevideo,230620.0,36,1,110,385,18300.0,3,4,2,0.427,6,WhatsApp,0,31-60
KB-102923,Retail,Préstamo personal,Florida,22560.0,168,5,73,573,37000.0,5,3,0,0.595,6,Email,1,91-180
KB-102924,Retail,Préstamo personal,Montevideo,6600.0,176,6,20,408,36000.0,8,1,1,0.455,8,Llamada,0,91-180
KB-102925,Corporativo,Tarjeta de crédito,Montevideo,762920.0,59,2,92,532,79000.0,5,5,3,0.414,3,WhatsApp,1,31-60
KB-102926,Pyme,Cuenta corriente,Canelones,203810.0,25,1,6,502,11100.0,7,5,0,0.284,3,Llamada,1,1-30
KB-102927,Retail,Tarjeta de crédito,Artigas,16660.0,144,4,68,506,16700.0,3,4,3,0.164,7,SMS,0,91-180
KB-102928,Retail,Crédito automotor,Artigas,31090.0,31,2,120,628,44600.0,5,2,1,0.342,4,SMS,1,31-60
KB-102929,Pyme,Préstamo personal,Montevideo,166450.0,62,3,36,396,141900.0,4,1,0,0.733,3,WhatsApp,0,61-90
KB-102930,Retail,Tarjeta de crédito,Cerro Largo,54740.0,110,4,12,592,27800.0,3,4,1,0.308,5,Email,1,91-180
KB-102931,Retail,Financiación retail,Montevideo,7870.0,67,3,34,610,25800.0,5,3,1,0.558,2,Llamada,1,61-90
KB-102932,Retail,Préstamo personal,Montevideo,25730.0,15,1,116,748,25900.0,10,4,1,0.529,1,Email,1,1-30
KB-102933,Retail,Tarjeta de crédito,Montevideo,24500.0,65,2,90,589,41200.0,6,0,3,0.382,6,WhatsApp,0,61-90
KB-102934,Retail,Tarjeta de crédito,Montevideo,11290.0,53,1,54,651,29600.0,8,4,4,0.603,3,SMS,0,31-60
KB-102935,Pyme,Microcrédito,Tacuarembó,26580.0,74,3,79,675,18400.0,4,0,2,0.767,2,WhatsApp,0,61-90
KB-102936,Pyme,Préstamo personal,San José,98270.0,27,1,35,598,41300.0,4,2,2,0.671,5,SMS,0,1-30
