id_cuenta,monto_deuda,dias_mora,cuotas_atrasadas,antiguedad_cliente_meses,score_buro,ingreso_estimado,pagos_ultimos_12m,promesas_cumplidas,promesas_incumplidas,contactabilidad,gestiones_previas,segmento,producto,departamento,canal_preferido
AC-00229,29630.0,59,1,28,528,113400.0,6,2,0,0.436,3,Retail,Cuenta corriente,Artigas,Email
AC-00230,9520.0,71,3,88,719,16300.0,4,1,1,0.629,3,Retail,Tarjeta de crédito,Montevideo,Email
AC-00231,25660.0,45,1,108,456,42300.0,7,1,1,0.318,1,Retail,Financiación retail,Río Negro,WhatsApp
AC-00232,24030.0,189,6,48,495,13800.0,4,4,4,0.583,6,Retail,Préstamo personal,Montevideo,Llamada
AC-00233,55170.0,62,3,103,538,42100.0,8,1,1,0.818,1,Retail,Financiación retail,Colonia,Llamada
AC-00234,601110.0,21,1,112,385,68000.0,3,0,1,0.371,4,Pyme,Préstamo personal,Paysandú,WhatsApp
AC-00235,14630.0,5,1,69,624,109500.0,5,5,1,0.611,2,Retail,Préstamo personal,Montevideo,Llamada
AC-00236,200560.0,35,2,14,661,65600.0,4,1,0,0.76,6,Corporativo,Tarjeta de crédito,Tacuarembó,WhatsApp
AC-00237,1748920.0,11,1,159,532,48100.0,5,1,1,0.763,0,Corporativo,Crédito automotor,Montevideo,WhatsApp
AC-00238,35850.0,87,2,49,582,72400.0,12,4,1,0.427,5,Retail,Crédito automotor,San José,WhatsApp
AC-00239,576840.0,36,2,127,631,64100.0,5,5,1,0.438,5,Corporativo,Préstamo personal,Colonia,WhatsApp
AC-00240,429980.0,88,2,115,671,21400.0,10,5,1,0.507,4,Pyme,Financiación retail,Soriano,Llamada
AC-00241,241620.0,11,1,37,522,44200.0,8,0,1,0.57,2,Pyme,Préstamo personal,Río Negro,Llamada
AC-00242,47600.0,31,2,38,555,34000.0,6,2,2,0.619,4,Pyme,Préstamo personal,Canelones,Llamada
AC-00243,43580.0,16,1,84,549,39700.0,6,5,1,0.691,3,Pyme,Préstamo personal,Montevideo,Llamada
AC-00244,70460.0,112,4,49,487,23600.0,8,2,1,0.903,6,Pyme,Microcrédito,Montevideo,Email
AC-00245,18530.0,145,5,132,381,38600.0,3,3,1,0.762,2,Retail,Tarjeta de crédito,San José,WhatsApp
AC-00246,555280.0,229,7,8,640,28500.0,5,0,2,0.413,6,Corporativo,Tarjeta de crédito,Maldonado,WhatsApp
AC-00247,13320.0,10,1,81,641,142400.0,9,0,1,0.967,2,Retail,Préstamo personal,Flores,WhatsApp
AC-00248,504570.0,121,4,64,395,25200.0,10,1,6,0.86,1,Pyme,Préstamo personal,Soriano,SMS
AC-00249,52850.0,105,3,179,346,87800.0,3,5,1,0.692,3,Retail,Préstamo personal,Colonia,WhatsApp
AC-00250,83730.0,18,1,74,750,68900.0,3,0,0,0.636,4,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00251,165290.0,104,3,143,592,48500.0,5,1,2,0.841,8,Retail,Microcrédito,Montevideo,SMS
AC-00252,156530.0,43,1,35,748,206900.0,7,0,3,0.365,6,Pyme,Préstamo personal,Colonia,SMS
AC-00253,5210.0,38,2,100,709,105300.0,5,3,0,0.697,8,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00254,22800.0,4,1,50,559,17000.0,6,5,1,0.865,1,Retail,Préstamo personal,Canelones,WhatsApp
AC-00255,6880.0,107,3,4,614,41000.0,6,5,3,0.503,8,Retail,Crédito automotor,Canelones,WhatsApp
AC-00256,25780.0,54,2,111,635,46400.0,10,3,0,0.446,4,Retail,Tarjeta de crédito,Paysandú,SMS
AC-00257,39610.0,16,1,52,424,32000.0,4,0,2,0.665,2,Retail,Financiación retail,Canelones,Email
AC-00258,100910.0,96,3,72,505,69300.0,9,0,0,0.855,5,Pyme,Tarjeta de crédito,Maldonado,WhatsApp
AC-00259,36580.0,10,1,59,495,24400.0,6,0,0,0.593,0,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00260,30610.0,149,4,168,410,34900.0,4,4,0,0.084,4,Retail,Préstamo personal,Salto,Llamada
AC-00261,93860.0,40,2,177,429,20900.0,11,2,1,0.562,6,Retail,Tarjeta de crédito,Tacuarembó,Llamada
AC-00262,517670.0,41,1,89,627,138600.0,11,1,1,0.456,3,Corporativo,Tarjeta de crédito,Montevideo,WhatsApp
AC-00263,21080.0,120,5,65,757,34100.0,2,4,3,0.583,3,Retail,Préstamo personal,Maldonado,WhatsApp
AC-00264,24580.0,148,4,151,697,51500.0,8,1,1,0.75,1,Retail,Préstamo personal,Durazno,WhatsApp
AC-00265,21820.0,40,1,87,805,43900.0,2,3,0,0.976,2,Retail,Préstamo personal,Montevideo,Email
AC-00266,616730.0,72,2,173,546,83900.0,6,0,1,0.695,2,Corporativo,Crédito automotor,Montevideo,WhatsApp
AC-00267,20700.0,28,1,127,547,27800.0,6,1,3,0.588,3,Retail,Cuenta corriente,Paysandú,WhatsApp
AC-00268,20090.0,26,1,86,742,20300.0,2,4,0,0.541,1,Retail,Cuenta corriente,San José,Llamada
AC-00269,19800.0,72,3,145,534,42200.0,4,1,1,0.801,5,Retail,Financiación retail,Maldonado,WhatsApp
AC-00270,5170.0,74,3,28,619,98900.0,9,0,5,0.47,7,Retail,Crédito automotor,Montevideo,Llamada
AC-00271,21650.0,103,3,2,621,19900.0,6,0,1,0.422,7,Retail,Tarjeta de crédito,Paysandú,SMS
AC-00272,112810.0,37,1,98,625,40200.0,9,1,0,0.939,3,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00273,106430.0,34,2,67,899,32300.0,11,5,2,0.79,2,Retail,Financiación retail,Montevideo,WhatsApp
AC-00274,219830.0,133,4,5,469,31300.0,5,5,3,0.734,4,Pyme,Préstamo personal,Artigas,SMS
AC-00275,240920.0,49,1,48,365,41600.0,10,4,0,0.47,2,Pyme,Préstamo personal,Maldonado,WhatsApp
AC-00276,269870.0,114,3,83,669,26900.0,6,0,1,0.548,6,Retail,Tarjeta de crédito,Montevideo,SMS
AC-00277,42800.0,13,1,86,541,42400.0,4,5,1,0.557,5,Retail,Cuenta corriente,Montevideo,WhatsApp
AC-00278,245860.0,97,3,96,723,32400.0,4,3,2,0.768,3,Pyme,Financiación retail,Florida,WhatsApp
AC-00279,9000.0,163,6,70,446,63400.0,3,0,2,0.43,7,Retail,Préstamo personal,Paysandú,WhatsApp
AC-00280,12270.0,46,1,178,615,73000.0,5,2,0,0.44,5,Retail,Préstamo personal,Canelones,WhatsApp
AC-00281,178570.0,29,1,57,633,64200.0,8,3,1,0.3,3,Pyme,Tarjeta de crédito,Canelones,Email
AC-00282,14760.0,62,2,76,528,45600.0,6,2,0,0.232,6,Retail,Tarjeta de crédito,Canelones,Llamada
AC-00283,13960.0,155,6,132,413,99200.0,6,0,2,0.737,4,Retail,Microcrédito,Montevideo,Email
AC-00284,66220.0,81,2,9,640,94300.0,8,5,1,0.768,0,Retail,Préstamo personal,Montevideo,SMS
AC-00285,43510.0,16,1,58,446,39600.0,6,3,4,0.337,0,Retail,Préstamo personal,Colonia,SMS
AC-00286,27180.0,18,1,142,460,44800.0,10,3,1,0.273,6,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00287,83730.0,30,1,145,466,93300.0,5,5,0,0.425,3,Pyme,Microcrédito,Salto,Llamada
AC-00288,5240.0,171,5,103,358,37100.0,4,2,3,0.566,5,Retail,Préstamo personal,Montevideo,Llamada
AC-00289,635890.0,29,1,139,684,41400.0,7,3,4,0.532,0,Corporativo,Crédito automotor,Florida,Email
AC-00290,104430.0,63,3,41,321,28500.0,5,5,2,0.636,5,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00291,21550.0,132,5,36,761,55900.0,5,4,1,0.799,5,Retail,Tarjeta de crédito,Tacuarembó,Llamada
AC-00292,371130.0,40,1,116,613,31700.0,7,1,1,0.655,3,Pyme,Financiación retail,Rivera,Llamada
AC-00293,108230.0,21,1,171,653,26000.0,7,1,3,0.319,3,Corporativo,Microcrédito,Montevideo,Llamada
AC-00294,20260.0,36,1,144,359,30500.0,5,4,2,0.632,6,Retail,Cuenta corriente,Montevideo,WhatsApp
AC-00295,670440.0,82,3,34,386,28200.0,5,2,2,0.659,3,Corporativo,Préstamo personal,Rivera,WhatsApp
AC-00296,70690.0,60,2,47,469,73800.0,5,5,2,0.447,2,Pyme,Tarjeta de crédito,Tacuarembó,WhatsApp
AC-00297,31920.0,29,1,174,457,50800.0,3,3,0,0.793,4,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00298,69500.0,23,1,65,694,100000.0,8,4,4,0.701,6,Pyme,Crédito automotor,Montevideo,WhatsApp
AC-00299,40040.0,48,1,31,250,39200.0,4,4,2,0.566,7,Retail,Microcrédito,Montevideo,Email
AC-00300,9790.0,15,1,47,719,33000.0,5,2,0,0.638,0,Retail,Préstamo personal,Montevideo,Email
AC-00301,175880.0,136,4,161,500,18900.0,9,0,0,0.262,5,Pyme,Financiación retail,Durazno,Email
AC-00302,3920.0,75,2,129,620,95400.0,0,3,2,0.549,4,Retail,Cuenta corriente,Tacuarembó,Llamada
AC-00303,38190.0,48,1,102,530,44600.0,5,0,3,0.949,9,Pyme,Financiación retail,Maldonado,WhatsApp
AC-00304,219480.0,80,3,169,534,43800.0,6,4,1,0.82,4,Pyme,Crédito automotor,Montevideo,Llamada
AC-00305,408520.0,6,1,61,663,39400.0,4,2,1,0.342,3,Pyme,Financiación retail,Montevideo,WhatsApp
AC-00306,29220.0,31,2,168,452,17700.0,8,4,1,0.482,6,Retail,Crédito automotor,Montevideo,Email
AC-00307,65800.0,209,6,105,557,52800.0,8,4,2,0.313,9,Retail,Préstamo personal,Montevideo,Llamada
AC-00308,145280.0,40,2,46,551,42200.0,4,2,3,0.65,5,Pyme,Crédito automotor,Maldonado,WhatsApp
AC-00309,8270.0,24,1,60,579,22600.0,6,0,2,0.695,3,Retail,Crédito automotor,Montevideo,Llamada
AC-00310,124930.0,42,2,109,595,109400.0,7,0,0,0.639,2,Corporativo,Crédito automotor,Montevideo,WhatsApp
AC-00311,329040.0,97,3,45,585,26300.0,8,4,1,0.92,6,Pyme,Cuenta corriente,Colonia,Llamada
AC-00312,41360.0,61,3,164,717,406000.0,3,5,1,0.879,5,Retail,Tarjeta de crédito,Montevideo,Llamada
AC-00313,44990.0,7,1,56,654,34300.0,5,5,2,0.821,3,Retail,Financiación retail,Artigas,Llamada
AC-00314,12900.0,22,1,72,756,60700.0,7,0,3,0.648,4,Retail,Préstamo personal,Colonia,WhatsApp
AC-00315,124330.0,28,1,136,412,21000.0,8,2,1,0.291,2,Retail,Tarjeta de crédito,Canelones,SMS
AC-00316,40970.0,66,3,126,487,81500.0,10,1,3,0.529,5,Retail,Tarjeta de crédito,Salto,WhatsApp
AC-00317,451830.0,27,1,142,634,21000.0,2,2,3,0.505,4,Pyme,Crédito automotor,Rocha,WhatsApp
AC-00318,12140.0,34,2,28,472,40500.0,11,0,1,0.365,2,Retail,Tarjeta de crédito,Colonia,WhatsApp
AC-00319,49300.0,19,1,32,612,55400.0,8,0,1,0.619,2,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00320,39990.0,47,2,44,627,20400.0,7,5,0,0.131,3,Retail,Crédito automotor,Colonia,Email
AC-00321,91580.0,20,1,36,672,23100.0,4,0,0,0.307,6,Pyme,Microcrédito,Montevideo,Llamada
AC-00322,83530.0,69,3,132,461,11900.0,7,1,3,0.378,1,Pyme,Microcrédito,Rivera,WhatsApp
AC-00323,19360.0,7,1,152,305,42100.0,6,1,2,0.387,2,Retail,Crédito automotor,Montevideo,WhatsApp
AC-00324,79680.0,41,1,28,656,47100.0,4,5,3,0.541,1,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00325,39020.0,14,1,115,784,85900.0,3,0,1,0.391,3,Retail,Cuenta corriente,Canelones,Llamada
AC-00326,44790.0,23,1,38,698,33500.0,6,2,1,0.343,2,Retail,Financiación retail,Río Negro,SMS
AC-00327,18800.0,28,1,125,586,18100.0,6,0,1,0.56,1,Retail,Microcrédito,San José,Llamada
AC-00328,20150.0,30,1,38,821,100500.0,2,3,1,0.589,2,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00329,51470.0,190,6,131,560,46800.0,5,3,2,0.59,3,Retail,Tarjeta de crédito,Montevideo,Llamada
AC-00330,216350.0,232,7,140,683,100500.0,4,2,1,0.69,8,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00331,61530.0,153,6,143,304,25400.0,5,0,4,0.369,6,Pyme,Microcrédito,Salto,WhatsApp
AC-00332,35640.0,117,4,163,552,84000.0,12,4,0,0.66,3,Retail,Microcrédito,Canelones,Llamada
AC-00333,31500.0,43,2,108,592,29500.0,7,2,0,0.553,3,Retail,Microcrédito,Montevideo,WhatsApp
AC-00334,20790.0,89,2,73,638,61900.0,3,4,2,0.307,3,Retail,Préstamo personal,Canelones,Llamada
AC-00335,29940.0,192,6,127,556,155500.0,3,5,2,0.618,7,Retail,Crédito automotor,San José,Llamada
AC-00336,19260.0,142,4,134,485,84800.0,0,4,3,0.236,6,Retail,Préstamo personal,Canelones,WhatsApp
AC-00337,695860.0,134,4,141,447,68500.0,5,4,2,0.505,6,Corporativo,Préstamo personal,Montevideo,Llamada
AC-00338,562980.0,124,5,11,742,51600.0,6,2,3,0.542,4,Corporativo,Tarjeta de crédito,Soriano,SMS
AC-00339,8990.0,6,1,88,605,48600.0,4,4,2,0.8,5,Retail,Financiación retail,Salto,SMS
AC-00340,25290.0,159,5,5,366,66900.0,7,5,0,0.285,3,Retail,Microcrédito,Canelones,WhatsApp
AC-00341,17990.0,118,4,150,703,40800.0,7,2,2,0.309,5,Retail,Préstamo personal,Maldonado,Email
AC-00342,74890.0,20,1,38,544,25100.0,6,5,0,0.675,4,Retail,Tarjeta de crédito,Canelones,Llamada
AC-00343,301180.0,15,1,146,545,27600.0,7,4,3,0.683,4,Pyme,Microcrédito,Paysandú,WhatsApp
AC-00344,11870.0,15,1,112,497,37700.0,5,2,1,0.833,4,Retail,Crédito automotor,Montevideo,SMS
AC-00345,60270.0,181,6,122,384,71300.0,3,1,1,0.545,7,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00346,407000.0,174,5,118,298,31900.0,4,1,1,0.287,4,Pyme,Financiación retail,San José,WhatsApp
AC-00347,118490.0,11,1,2,411,85200.0,7,5,3,0.48,4,Pyme,Financiación retail,Montevideo,WhatsApp
AC-00348,189250.0,14,1,46,872,97300.0,9,2,2,0.99,3,Pyme,Financiación retail,Montevideo,Llamada
AC-00349,60580.0,147,4,165,675,89600.0,1,2,4,0.025,4,Pyme,Financiación retail,Soriano,WhatsApp
AC-00350,86990.0,18,1,168,604,32300.0,4,4,2,0.54,2,Pyme,Préstamo personal,Montevideo,Llamada
AC-00351,788930.0,7,1,133,582,41600.0,5,5,1,0.583,6,Corporativo,Financiación retail,Montevideo,WhatsApp
AC-00352,56890.0,48,1,150,427,40200.0,9,4,1,0.613,7,Pyme,Préstamo personal,Maldonado,Llamada
AC-00353,21910.0,30,2,31,445,36100.0,7,2,2,0.28,8,Retail,Préstamo personal,Trinidad,Llamada
AC-00354,21850.0,131,5,64,841,24800.0,4,2,1,0.433,5,Retail,Préstamo personal,Colonia,Llamada
AC-00355,106210.0,75,3,32,529,29000.0,7,1,0,0.697,3,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00356,438330.0,19,1,175,950,86800.0,5,4,2,0.595,7,Corporativo,Cuenta corriente,Montevideo,Llamada
AC-00357,1459050.0,105,4,106,340,40300.0,3,2,2,0.668,4,Corporativo,Financiación retail,Montevideo,Llamada
AC-00358,40230.0,53,2,65,610,42800.0,4,5,1,0.381,6,Retail,Cuenta corriente,Montevideo,Email
AC-00359,417460.0,63,2,94,317,48300.0,6,0,0,0.613,5,Pyme,Préstamo personal,Treinta y Tres,WhatsApp
AC-00360,152080.0,19,1,114,426,34900.0,4,0,0,0.468,2,Pyme,Tarjeta de crédito,Montevideo,Email
AC-00361,88580.0,22,1,130,611,30600.0,7,4,1,0.46,8,Pyme,Tarjeta de crédito,Canelones,WhatsApp
AC-00362,49950.0,63,3,132,387,16400.0,9,1,0,0.686,4,Retail,Préstamo personal,Maldonado,Email
AC-00363,10840.0,146,4,144,506,25900.0,4,3,1,0.273,10,Retail,Tarjeta de crédito,Montevideo,Llamada
AC-00364,84220.0,15,1,26,576,115500.0,4,2,0,0.403,3,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00365,17530.0,29,1,136,505,59400.0,5,3,0,0.277,1,Retail,Financiación retail,Montevideo,Email
AC-00366,11440.0,12,1,45,681,37900.0,4,3,0,0.51,5,Retail,Tarjeta de crédito,Maldonado,Email
AC-00367,102420.0,101,4,160,383,50400.0,5,3,0,0.956,5,Pyme,Financiación retail,Tacuarembó,WhatsApp
AC-00368,176180.0,28,1,22,499,35300.0,7,3,0,0.535,1,Pyme,Microcrédito,Canelones,WhatsApp
AC-00369,19290.0,10,1,73,643,103500.0,6,1,0,0.583,1,Retail,Crédito automotor,Montevideo,SMS
AC-00370,25390.0,216,8,164,498,17300.0,4,1,2,0.739,2,Retail,Préstamo personal,Montevideo,Email
AC-00371,31580.0,20,1,100,488,49800.0,3,3,0,0.803,3,Retail,Préstamo personal,Montevideo,Llamada
AC-00372,12350.0,17,1,1,513,32500.0,7,1,0,0.721,4,Retail,Préstamo personal,Florida,SMS
AC-00373,18660.0,228,8,118,459,74900.0,8,5,0,0.418,6,Retail,Préstamo personal,Artigas,SMS
AC-00374,145400.0,156,5,119,503,75100.0,4,0,1,0.459,6,Retail,Crédito automotor,Montevideo,Email
AC-00375,319740.0,148,5,88,665,33000.0,5,0,0,0.477,5,Pyme,Tarjeta de crédito,Montevideo,SMS
AC-00376,29490.0,27,1,23,617,38400.0,10,2,1,0.362,2,Pyme,Préstamo personal,Colonia,Llamada
AC-00377,23110.0,54,1,176,640,18000.0,4,5,2,0.745,2,Retail,Préstamo personal,Montevideo,SMS
AC-00378,27280.0,168,5,104,558,21200.0,6,1,2,0.183,4,Retail,Financiación retail,Montevideo,WhatsApp
AC-00379,28630.0,118,3,132,385,41400.0,7,1,2,0.479,5,Retail,Cuenta corriente,Montevideo,Llamada
AC-00380,18130.0,62,3,149,514,17900.0,6,5,0,0.203,9,Retail,Financiación retail,Salto,WhatsApp
AC-00381,17210.0,140,4,98,356,32400.0,1,0,0,0.394,2,Retail,Cuenta corriente,Montevideo,WhatsApp
AC-00382,32050.0,31,1,132,547,20000.0,2,5,2,0.659,4,Retail,Tarjeta de crédito,Cerro Largo,WhatsApp
AC-00383,49500.0,145,5,27,726,44400.0,7,4,1,0.358,6,Retail,Tarjeta de crédito,Rivera,WhatsApp
AC-00384,3860.0,53,2,170,879,28800.0,1,2,0,0.758,8,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00385,26520.0,35,1,127,718,26000.0,0,1,3,0.824,4,Retail,Préstamo personal,Canelones,WhatsApp
AC-00386,125620.0,70,2,147,676,19700.0,2,1,1,0.692,2,Pyme,Tarjeta de crédito,Montevideo,SMS
AC-00387,189210.0,46,1,159,614,44100.0,6,0,0,0.669,5,Corporativo,Financiación retail,Montevideo,WhatsApp
AC-00388,20960.0,161,6,79,320,29300.0,5,3,1,0.563,10,Retail,Préstamo personal,Treinta y Tres,WhatsApp
AC-00389,12260.0,198,6,63,577,18900.0,5,4,1,0.444,3,Retail,Préstamo personal,Canelones,WhatsApp
AC-00390,13120.0,44,2,175,598,15600.0,8,5,2,0.646,6,Retail,Financiación retail,Montevideo,WhatsApp
AC-00391,38980.0,10,1,20,411,16100.0,4,2,1,0.514,4,Retail,Tarjeta de crédito,Treinta y Tres,WhatsApp
AC-00392,655660.0,63,3,10,596,41600.0,6,0,2,0.565,1,Corporativo,Tarjeta de crédito,Canelones,Llamada
AC-00393,449040.0,80,2,31,370,33700.0,6,1,1,0.99,6,Corporativo,Tarjeta de crédito,Montevideo,WhatsApp
AC-00394,4970.0,10,1,9,527,109400.0,7,4,2,0.949,3,Retail,Tarjeta de crédito,Montevideo,Llamada
AC-00395,70840.0,59,2,12,691,51400.0,6,5,0,0.771,8,Retail,Tarjeta de crédito,San José,Llamada
AC-00396,59900.0,202,7,139,552,20200.0,0,3,2,0.376,8,Pyme,Tarjeta de crédito,Montevideo,Llamada
AC-00397,66700.0,72,3,125,624,37400.0,9,5,0,0.779,5,Retail,Financiación retail,Salto,SMS
AC-00398,268770.0,147,5,151,722,46200.0,5,1,2,0.472,5,Pyme,Financiación retail,Montevideo,Email
AC-00399,19220.0,20,1,174,536,30200.0,6,1,0,0.546,5,Retail,Tarjeta de crédito,Canelones,WhatsApp
AC-00400,2455980.0,16,1,26,767,44000.0,10,4,2,0.468,3,Corporativo,Microcrédito,Montevideo,SMS
AC-00401,18860.0,112,3,175,568,68700.0,7,3,1,0.549,6,Retail,Tarjeta de crédito,Colonia,Llamada
AC-00402,12340.0,160,6,53,574,62400.0,8,3,5,0.351,7,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00403,249840.0,30,2,116,494,78600.0,7,2,0,0.636,1,Pyme,Préstamo personal,Canelones,SMS
AC-00404,139110.0,56,2,7,434,114800.0,8,3,2,0.233,3,Pyme,Crédito automotor,San José,Llamada
AC-00405,209630.0,50,1,162,624,28300.0,7,1,1,0.687,3,Pyme,Tarjeta de crédito,Tacuarembó,Email
AC-00406,73170.0,114,4,25,507,30500.0,7,1,1,0.622,4,Retail,Crédito automotor,Montevideo,SMS
AC-00407,16290.0,10,1,134,487,40400.0,5,1,2,0.687,1,Retail,Tarjeta de crédito,Colonia,WhatsApp
AC-00408,43220.0,19,1,130,517,45900.0,5,4,1,0.696,6,Retail,Préstamo personal,Montevideo,Llamada
AC-00409,318630.0,33,1,6,648,22400.0,7,4,1,0.363,7,Pyme,Tarjeta de crédito,Montevideo,WhatsApp
AC-00410,32010.0,135,4,54,581,51900.0,2,2,1,0.443,5,Retail,Cuenta corriente,Canelones,Llamada
AC-00411,318820.0,3,1,95,501,122000.0,7,3,2,0.956,5,Corporativo,Tarjeta de crédito,Maldonado,SMS
AC-00412,2117060.0,70,3,168,629,47300.0,11,3,2,0.659,6,Corporativo,Cuenta corriente,Canelones,Llamada
AC-00413,24700.0,87,3,40,287,8000.0,12,4,2,0.659,8,Retail,Préstamo personal,Montevideo,Llamada
AC-00414,39650.0,101,4,138,679,64100.0,5,3,3,0.315,9,Retail,Microcrédito,Canelones,WhatsApp
AC-00415,20600.0,46,1,133,706,45000.0,5,2,2,0.469,4,Retail,Tarjeta de crédito,Soriano,SMS
AC-00416,26710.0,109,3,123,483,79400.0,9,2,1,0.4,3,Retail,Tarjeta de crédito,Montevideo,Llamada
AC-00417,304430.0,16,1,65,550,38400.0,4,5,1,0.614,2,Pyme,Préstamo personal,Rivera,SMS
AC-00418,18630.0,75,2,51,669,16000.0,9,4,1,0.428,2,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00419,88650.0,184,7,34,533,72300.0,4,0,2,0.791,9,Pyme,Préstamo personal,Montevideo,Llamada
AC-00420,27630.0,22,1,64,611,66400.0,5,2,0,0.235,2,Retail,Tarjeta de crédito,Florida,WhatsApp
AC-00421,28330.0,86,2,139,712,82700.0,5,3,1,0.835,2,Retail,Crédito automotor,Rivera,Llamada
AC-00422,248730.0,126,5,133,694,85900.0,4,2,2,0.853,5,Pyme,Préstamo personal,Flores,Llamada
AC-00423,22850.0,127,4,158,477,51500.0,3,2,1,0.692,2,Retail,Tarjeta de crédito,Canelones,WhatsApp
AC-00424,58640.0,26,1,14,810,71000.0,7,5,4,0.583,7,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00425,59090.0,8,1,63,576,67500.0,5,1,1,0.422,5,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00426,57570.0,22,1,59,504,22600.0,5,3,0,0.574,4,Retail,Tarjeta de crédito,Montevideo,WhatsApp
AC-00427,27240.0,204,6,31,641,41500.0,4,4,3,0.508,5,Retail,Financiación retail,Montevideo,Llamada
AC-00428,9180.0,78,3,156,514,110800.0,6,5,2,0.567,2,Retail,Tarjeta de crédito,Canelones,Email
AC-00429,608260.0,96,3,169,847,74100.0,5,1,1,0.481,7,Corporativo,Microcrédito,San José,WhatsApp
AC-00430,21850.0,220,7,46,631,32500.0,4,4,0,0.352,2,Retail,Préstamo personal,Montevideo,Llamada
AC-00431,48620.0,150,5,136,599,20200.0,1,2,0,0.893,7,Pyme,Microcrédito,Canelones,SMS
AC-00432,36980.0,15,1,31,363,27900.0,4,4,1,0.616,2,Retail,Microcrédito,Montevideo,Email
AC-00433,11350.0,60,3,64,509,83600.0,5,3,1,0.608,3,Retail,Financiación retail,Maldonado,WhatsApp
AC-00434,20080.0,76,3,145,471,32500.0,8,0,1,0.734,7,Retail,Préstamo personal,Canelones,WhatsApp
AC-00435,47050.0,135,5,150,250,22400.0,4,3,2,0.487,5,Retail,Tarjeta de crédito,Paysandú,WhatsApp
AC-00436,341270.0,56,2,86,654,18300.0,5,2,1,0.557,2,Corporativo,Crédito automotor,Canelones,Email
AC-00437,22000.0,46,1,141,700,23500.0,9,4,1,0.479,5,Retail,Tarjeta de crédito,Montevideo,Llamada
AC-00438,14770.0,168,6,76,618,20800.0,4,2,2,0.505,10,Retail,Crédito automotor,Montevideo,WhatsApp
AC-00439,741850.0,120,4,156,411,76900.0,6,3,2,0.427,6,Corporativo,Tarjeta de crédito,Montevideo,WhatsApp
AC-00440,5410.0,17,1,18,396,72100.0,8,2,0,0.843,4,Retail,Tarjeta de crédito,Salto,SMS
AC-00441,40470.0,24,1,128,440,34400.0,6,3,1,0.389,5,Pyme,Financiación retail,Tacuarembó,Llamada
AC-00442,18910.0,20,1,106,551,41600.0,5,3,0,0.918,2,Retail,Préstamo personal,Montevideo,Llamada
AC-00443,114320.0,100,3,139,614,89900.0,7,2,2,0.773,10,Pyme,Crédito automotor,Montevideo,Llamada
AC-00444,44910.0,31,1,141,519,57600.0,4,0,0,0.809,6,Retail,Préstamo personal,Canelones,SMS
AC-00445,841620.0,49,1,92,633,35400.0,5,4,2,0.817,7,Pyme,Tarjeta de crédito,Canelones,WhatsApp
AC-00446,28870.0,115,4,142,472,31500.0,8,1,0,0.72,3,Retail,Microcrédito,Montevideo,WhatsApp
AC-00447,64230.0,109,4,82,520,39200.0,12,5,2,0.272,7,Retail,Tarjeta de crédito,Rocha,SMS
AC-00448,47740.0,69,3,82,828,21100.0,5,4,1,0.529,3,Pyme,Financiación retail,Montevideo,Llamada
AC-00449,23990.0,80,2,53,597,124700.0,5,1,1,0.586,3,Pyme,Préstamo personal,Montevideo,WhatsApp
AC-00450,39940.0,152,6,46,370,159400.0,3,2,2,0.384,5,Retail,Préstamo personal,Florida,SMS
AC-00451,310680.0,60,2,39,592,105200.0,5,3,1,0.559,4,Pyme,Préstamo personal,Montevideo,Llamada
AC-00452,15400.0,24,1,22,474,20500.0,5,1,2,0.679,2,Retail,Préstamo personal,Rivera,Email
AC-00453,141800.0,109,4,16,626,27600.0,3,5,2,0.472,8,Pyme,Tarjeta de crédito,Canelones,Llamada
AC-00454,194940.0,60,2,70,431,102800.0,8,1,0,0.711,4,Retail,Préstamo personal,Montevideo,WhatsApp
AC-00455,30010.0,219,8,179,748,74700.0,4,0,5,0.476,5,Retail,Tarjeta de crédito,Montevideo,Email
AC-00456,37170.0,194,7,127,822,71700.0,2,0,1,0.678,7,Retail,Préstamo personal,Artigas,Llamada
AC-00457,18930.0,32,1,55,455,80800.0,3,2,0,0.256,2,Retail,Tarjeta de crédito,Artigas,WhatsApp
AC-00458,20180.0,83,3,153,561,45800.0,6,4,0,0.37,4,Retail,Préstamo personal,Montevideo,SMS
